run_id,t,S,I,R
0,0,0.847003161435995,0.39860848762471324,0.27128604184206295
0,0,1.0222508760131461,0.4193141925118775,0.28940821810402023
0,0,1.5035040927038645,0.4155713531697589,0.29651269398783614
0,0,2.179693551488082,0.34389176226914386,0.2147088051978746
0,1,2.1728903631608323,0.47339898119771245,0.2600778228106648
0,1,2.6821401676360614,0.6567556429238023,0.23815729528565066
0,1,4.084840669829092,0.8406383103847263,0.2221691507461341
0,2,4.150954839634448,0.9868305799450192,0.2355662779607026
0,2,3.62656108319271,1.75090221817855,0.2987241984029999
0,2,4.0088605113195,2.7567712756462366,0.24511981428535184
0,3,2.910435330036641,2.868020342938883,0.3371362222775568
0,3,2.187054854198804,2.9577676274845244,0.4833150702925272
0,3,1.699462048786818,5.861512984993236,0.7860220043249357
0,3,0.8064745492723668,4.804660825430297,0.9562071085432269
0,4,0.6076500092866693,3.8705961509491162,1.2918084016341194
0,4,0.5959061458653486,3.2371245840341567,1.8400662694293384
0,4,0.4889936895033288,2.8248174560308814,2.973989425289991
0,5,0.5960108436821292,2.410408444521812,3.7124052291353564
0,5,0.5325311356327671,1.1797127704162698,3.2886006628371938
0,5,0.5652926556275552,1.0354781932243877,2.09904081001506
0,6,1.070258136779206,0.9988232215037518,3.9278515958418563
0,6,1.0704814846155115,0.6681999634417178,2.925706170776232
0,6,1.437841024691846,0.5105433167971474,3.6615725623739235
0,6,1.445477226892116,0.39860379465261897,2.654497698824738
0,7,2.170585594592314,0.34558870469768144,2.716534557594476
0,7,3.0492463427348806,0.29511160389535646,3.1441591922758048
0,7,3.083305746888367,0.31008404847965265,3.2628802924862574
0,8,4.751989526924177,0.45270777013955965,1.880815962458828
0,8,4.7593573213731,0.4952753436320253,2.5282277036627505
0,8,5.542789228798508,0.8238685492687913,3.3280193994154312
0,9,5.487162738264111,1.2508590600122518,2.66867348095714
0,9,7.394757640148239,2.479827935601127,2.7416396972287456
0,9,5.063952806290444,2.511249307625906,3.5552306717638404
0,9,3.5142572923745554,3.4974804692625203,5.728037852943666
0,10,3.8864960985166004,3.111274009019373,6.407164345589473
0,10,2.5258252559095498,2.194885751227506,7.102514384919817
0,10,3.15570489127643,1.2894175436387827,7.383285507273357
0,11,2.327192791138548,1.0693092175174668,8.86950939776347
0,11,2.9956228193401784,0.8481427332096788,9.12494238217511
0,11,4.47219237677459,0.45205082406429464,7.410101107737678
0,12,5.612985031192953,0.5094320038678541,7.10458989792475
0,12,5.957586501289763,0.4990227748301564,7.615501945484898
0,12,6.425352747696291,0.4355931097933124,8.822428942151637
0,12,6.844734457590705,0.5631777124736919,8.591157096177723
0,13,5.930771474884569,0.6355352316456928,7.116006073358884
0,13,6.982753648665278,0.891255483675998,6.728191350331134
0,13,7.215054194929309,1.3234326126156717,8.731322493480345
0,14,8.592713530205355,1.0321024936305103,7.799811860380029
0,14,7.306733239420612,1.3374093635026596,10.13559701066336
0,14,4.798040023590839,1.7787707582592258,9.536536813644283
0,15,6.583391829812223,1.6137160041506493,11.032279665982491
0,15,5.899119217964226,0.8628906738923802,9.674671846694412
0,15,5.79096834113629,1.0837888768455035,13.47461527925789
0,15,7.395565498703377,0.4398862244908506,9.302682804745054
0,16,8.292217509918842,0.6691763972671781,12.285276074864763
0,16,8.670568533450943,0.5744169810228527,9.533634282900985
0,16,6.99456997382493,0.4808956708468044,13.19635538476461
0,17,7.938112543171755,0.5014381710500753,8.809112345990302
0,17,8.972364572653948,0.5456409047288,13.728065683532225
0,17,9.925473369344187,0.6501673486832994,13.631428106455854
0,18,8.036229894876186,0.9743722812172513,12.23726170002952
0,18,8.32899293986262,0.9301590784843642,12.228222437469462
0,18,7.024316740401494,1.0746261185511121,12.31112200839123
0,18,6.78410405714687,0.8622222359465257,10.347498507508478
0,19,9.140302827724543,0.9204620103084983,10.808872228792628
0,19,9.735073210977255,0.7085183462622955,12.707135831749563
0,19,8.015102378998089,0.7515957624356189,14.46930935293317
0,20,9.41030576726342,0.6643242986773013,13.463017218349908
0,20,8.75088383603611,0.7232569679433404,9.086753448729354
0,20,7.627748198828809,0.5700472801821426,13.548043742031743
0,21,9.056330472072633,0.5395347282054415,11.2215074137941
0,21,10.731491681087189,0.6473384322627515,13.386000053606296
0,21,8.772184195538673,0.6127186111163722,10.976683549759711
0,21,10.967682000271182,0.5674123461751608,13.681277691820766
0,22,5.407761649460431,0.5730194190352134,13.277518904858576
0,22,9.997644974982176,0.60886605264321,11.853256727913527
0,22,8.983130298136071,0.7874339007743902,10.075269046375025
0,23,8.425339855736604,0.7614195810605199,14.365686625761207
0,23,8.894226578582819,0.6408593781253951,12.543888240636594
0,23,6.131098481692478,0.6427316663737075,12.021247026286053
0,24,8.426931737427852,0.587741181286837,12.656454177730868
0,24,9.178955207689203,0.6542428975322016,10.098344852644306
0,24,10.664017500578158,0.6916100588766526,13.643576878987805
0,24,8.07897446512019,0.5765638517223339,11.856604342950368
0,25,7.732347836950349,0.8663445860291212,12.4379035649448
